Issue_ID,Claim_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
DQ-01368,CLM068574,Incorrect Date Ordering,Critical,2026-04-08,2026-04-11,Restored the original report date after the loss date
DQ-01369,CLM010249,Incorrect Date Ordering,Critical,2025-11-25,2025-11-29,Restored the original report date after the loss date
DQ-01370,CLM034614,Incorrect Date Ordering,Critical,2024-05-30,2024-06-02,Restored the original report date after the loss date
DQ-01371,CLM012969,Incorrect Date Ordering,Critical,2024-08-10,2024-08-15,Restored the original report date after the loss date
DQ-01372,CLM011556,Incorrect Date Ordering,Critical,2026-06-10,2026-06-12,Restored the original report date after the loss date
DQ-01373,CLM029601,Incorrect Date Ordering,Critical,2025-11-10,2025-11-12,Restored the original report date after the loss date
DQ-01374,CLM074490,Incorrect Date Ordering,Critical,2024-04-26,2024-04-27,Restored the original report date after the loss date
DQ-01375,CLM000403,Incorrect Date Ordering,Critical,2025-08-02,2025-08-05,Restored the original report date after the loss date
DQ-01376,CLM040304,Incorrect Date Ordering,Critical,2025-11-04,2025-11-10,Restored the original report date after the loss date
DQ-01377,CLM056012,Incorrect Date Ordering,Critical,2026-03-09,2026-03-16,Restored the original report date after the loss date
DQ-01378,CLM019312,Incorrect Date Ordering,Critical,2025-11-11,2025-11-16,Restored the original report date after the loss date
DQ-01379,CLM013001,Incorrect Date Ordering,Critical,2024-01-07,2024-01-13,Restored the original report date after the loss date
DQ-01380,CLM001775,Incorrect Date Ordering,Critical,2025-07-06,2025-07-09,Restored the original report date after the loss date
DQ-01381,CLM064605,Incorrect Date Ordering,Critical,2025-04-23,2025-04-30,Restored the original report date after the loss date
DQ-01382,CLM049014,Incorrect Date Ordering,Critical,2024-02-29,2024-03-08,Restored the original report date after the loss date
DQ-01383,CLM012564,Incorrect Date Ordering,Critical,2025-08-21,2025-08-27,Restored the original report date after the loss date
DQ-01384,CLM018303,Incorrect Date Ordering,Critical,2026-03-03,2026-03-05,Restored the original report date after the loss date
DQ-01385,CLM073869,Incorrect Date Ordering,Critical,2024-12-13,2024-12-15,Restored the original report date after the loss date
DQ-01386,CLM005337,Incorrect Date Ordering,Critical,2024-12-26,2025-01-01,Restored the original report date after the loss date
DQ-01387,CLM026012,Incorrect Date Ordering,Critical,2024-04-01,2024-04-02,Restored the original report date after the loss date
DQ-01388,CLM015174,Incorrect Date Ordering,Critical,2025-04-03,2025-04-06,Restored the original report date after the loss date
DQ-01389,CLM045013,Incorrect Date Ordering,Critical,2025-05-16,2025-05-19,Restored the original report date after the loss date
DQ-01390,CLM004399,Incorrect Date Ordering,Critical,2025-06-10,2025-06-14,Restored the original report date after the loss date
DQ-01391,CLM046860,Incorrect Date Ordering,Critical,2026-03-15,2026-03-22,Restored the original report date after the loss date
DQ-01392,CLM032086,Incorrect Date Ordering,Critical,2024-09-04,2024-09-10,Restored the original report date after the loss date
DQ-01393,CLM000656,Incorrect Date Ordering,Critical,2024-02-08,2024-02-14,Restored the original report date after the loss date
DQ-01394,CLM046436,Incorrect Date Ordering,Critical,2024-04-14,2024-04-23,Restored the original report date after the loss date
DQ-01395,CLM036309,Incorrect Date Ordering,Critical,2026-05-18,2026-05-28,Restored the original report date after the loss date
DQ-01396,CLM047414,Incorrect Date Ordering,Critical,2025-02-07,2025-02-11,Restored the original report date after the loss date
DQ-01397,CLM044892,Incorrect Date Ordering,Critical,2026-02-21,2026-02-24,Restored the original report date after the loss date
DQ-01398,CLM061877,Incorrect Date Ordering,Critical,2026-05-23,2026-05-30,Restored the original report date after the loss date
DQ-01399,CLM057671,Incorrect Date Ordering,Critical,2026-04-25,2026-05-06,Restored the original report date after the loss date
DQ-01400,CLM016220,Incorrect Date Ordering,Critical,2025-11-14,2025-11-15,Restored the original report date after the loss date
DQ-01401,CLM007481,Incorrect Date Ordering,Critical,2024-01-12,2024-01-15,Restored the original report date after the loss date
DQ-01402,CLM029773,Incorrect Date Ordering,Critical,2025-07-31,2025-08-04,Restored the original report date after the loss date
DQ-01403,CLM016244,Incorrect Date Ordering,Critical,2025-11-27,2025-12-03,Restored the original report date after the loss date
DQ-01404,CLM019402,Incorrect Date Ordering,Critical,2024-09-29,2024-10-05,Restored the original report date after the loss date
DQ-01405,CLM035762,Incorrect Date Ordering,Critical,2024-11-06,2024-11-09,Restored the original report date after the loss date
DQ-01406,CLM040493,Incorrect Date Ordering,Critical,2026-06-21,2026-06-26,Restored the original report date after the loss date
DQ-01407,CLM062136,Incorrect Date Ordering,Critical,2024-03-31,2024-04-04,Restored the original report date after the loss date
DQ-01408,CLM063228,Incorrect Date Ordering,Critical,2025-11-26,2025-11-29,Restored the original report date after the loss date
DQ-01409,CLM022273,Incorrect Date Ordering,Critical,2025-01-24,2025-02-01,Restored the original report date after the loss date
DQ-01410,CLM034054,Incorrect Date Ordering,Critical,2026-01-23,2026-01-25,Restored the original report date after the loss date
DQ-01411,CLM029402,Incorrect Date Ordering,Critical,2024-12-25,2024-12-28,Restored the original report date after the loss date
DQ-01412,CLM069116,Incorrect Date Ordering,Critical,2026-02-10,2026-02-15,Restored the original report date after the loss date
DQ-01413,CLM054350,Incorrect Date Ordering,Critical,2024-06-05,2024-06-12,Restored the original report date after the loss date
DQ-01414,CLM050877,Incorrect Date Ordering,Critical,2026-03-30,2026-04-01,Restored the original report date after the loss date
DQ-01415,CLM044602,Incorrect Date Ordering,Critical,2025-09-26,2025-09-30,Restored the original report date after the loss date
DQ-01416,CLM049649,Incorrect Date Ordering,Critical,2026-05-09,2026-05-13,Restored the original report date after the loss date
DQ-01417,CLM009948,Incorrect Date Ordering,Critical,2024-07-01,2024-07-08,Restored the original report date after the loss date
DQ-01418,CLM017235,Incorrect Date Ordering,Critical,2026-02-02,2026-02-04,Restored the original report date after the loss date
DQ-01419,CLM028045,Incorrect Date Ordering,Critical,2025-10-12,2025-10-16,Restored the original report date after the loss date
DQ-01420,CLM002679,Incorrect Date Ordering,Critical,2025-08-31,2025-09-05,Restored the original report date after the loss date
DQ-01421,CLM045393,Incorrect Date Ordering,Critical,2024-09-20,2024-09-25,Restored the original report date after the loss date
DQ-01422,CLM029981,Incorrect Date Ordering,Critical,2025-02-19,2025-02-25,Restored the original report date after the loss date
DQ-01423,CLM053938,Incorrect Date Ordering,Critical,2024-12-04,2024-12-10,Restored the original report date after the loss date
DQ-01424,CLM065043,Incorrect Date Ordering,Critical,2025-02-26,2025-03-05,Restored the original report date after the loss date
DQ-01425,CLM033214,Incorrect Date Ordering,Critical,2026-07-21,2026-07-24,Restored the original report date after the loss date
DQ-01426,CLM068538,Incorrect Date Ordering,Critical,2024-06-26,2024-07-05,Restored the original report date after the loss date
DQ-01427,CLM039480,Incorrect Date Ordering,Critical,2025-11-22,2025-11-27,Restored the original report date after the loss date
DQ-01428,CLM012761,Incorrect Date Ordering,Critical,2024-10-07,2024-10-10,Restored the original report date after the loss date
DQ-01429,CLM040063,Incorrect Date Ordering,Critical,2025-10-15,2025-10-18,Restored the original report date after the loss date
DQ-01430,CLM052826,Incorrect Date Ordering,Critical,2026-05-10,2026-05-17,Restored the original report date after the loss date
DQ-01431,CLM025927,Incorrect Date Ordering,Critical,2024-03-11,2024-03-14,Restored the original report date after the loss date
DQ-01432,CLM074618,Incorrect Date Ordering,Critical,2026-04-26,2026-04-27,Restored the original report date after the loss date
DQ-01433,CLM049425,Incorrect Date Ordering,Critical,2024-04-10,2024-04-15,Restored the original report date after the loss date
DQ-01434,CLM059485,Incorrect Date Ordering,Critical,2026-04-19,2026-04-23,Restored the original report date after the loss date
DQ-01435,CLM010519,Incorrect Date Ordering,Critical,2025-02-17,2025-02-22,Restored the original report date after the loss date
DQ-01436,CLM020926,Incorrect Date Ordering,Critical,2024-06-09,2024-06-13,Restored the original report date after the loss date
DQ-01437,CLM042458,Incorrect Date Ordering,Critical,2025-08-07,2025-08-11,Restored the original report date after the loss date
DQ-01438,CLM033329,Incorrect Date Ordering,Critical,2026-07-06,2026-07-09,Restored the original report date after the loss date
DQ-01439,CLM005985,Incorrect Date Ordering,Critical,2024-04-29,2024-05-02,Restored the original report date after the loss date
DQ-01440,CLM003744,Incorrect Date Ordering,Critical,2026-06-18,2026-06-20,Restored the original report date after the loss date
DQ-01441,CLM066756,Incorrect Date Ordering,Critical,2025-10-26,2025-10-30,Restored the original report date after the loss date
DQ-01442,CLM050773,Incorrect Date Ordering,Critical,2025-10-28,2025-11-04,Restored the original report date after the loss date
DQ-01443,CLM058430,Incorrect Date Ordering,Critical,2025-02-23,2025-03-01,Restored the original report date after the loss date
DQ-01444,CLM050737,Incorrect Date Ordering,Critical,2024-05-26,2024-05-28,Restored the original report date after the loss date
DQ-01445,CLM042461,Incorrect Date Ordering,Critical,2025-05-14,2025-05-18,Restored the original report date after the loss date
DQ-01446,CLM005566,Incorrect Date Ordering,Critical,2026-02-15,2026-02-22,Restored the original report date after the loss date
DQ-01447,CLM004879,Incorrect Date Ordering,Critical,2025-04-26,2025-05-04,Restored the original report date after the loss date
DQ-01448,CLM005765,Incorrect Date Ordering,Critical,2025-12-30,2026-01-02,Restored the original report date after the loss date
DQ-01449,CLM035721,Incorrect Date Ordering,Critical,2025-11-05,2025-11-09,Restored the original report date after the loss date
DQ-01450,CLM052265,Incorrect Date Ordering,Critical,2024-02-20,2024-02-23,Restored the original report date after the loss date
DQ-01451,CLM052652,Incorrect Date Ordering,Critical,2026-01-27,2026-01-29,Restored the original report date after the loss date
DQ-01452,CLM024165,Incorrect Date Ordering,Critical,2024-07-20,2024-07-28,Restored the original report date after the loss date
DQ-01453,CLM018793,Incorrect Date Ordering,Critical,2025-06-14,2025-06-16,Restored the original report date after the loss date
DQ-01454,CLM067065,Incorrect Date Ordering,Critical,2025-01-02,2025-01-06,Restored the original report date after the loss date
DQ-01455,CLM068283,Incorrect Date Ordering,Critical,2026-04-04,2026-04-12,Restored the original report date after the loss date
DQ-01456,CLM005806,Incorrect Date Ordering,Critical,2026-01-25,2026-01-29,Restored the original report date after the loss date
DQ-01457,CLM047051,Incorrect Date Ordering,Critical,2024-12-24,2024-12-27,Restored the original report date after the loss date
DQ-01458,CLM074996,Incorrect Date Ordering,Critical,2024-05-25,2024-05-28,Restored the original report date after the loss date
DQ-01459,CLM003893,Incorrect Date Ordering,Critical,2026-06-07,2026-06-11,Restored the original report date after the loss date
DQ-01460,CLM052981,Incorrect Date Ordering,Critical,2026-07-13,2026-07-18,Restored the original report date after the loss date
DQ-01461,CLM005573,Incorrect Date Ordering,Critical,2025-08-05,2025-08-11,Restored the original report date after the loss date
DQ-01462,CLM026699,Incorrect Date Ordering,Critical,2024-05-31,2024-06-01,Restored the original report date after the loss date
DQ-01463,CLM048841,Incorrect Date Ordering,Critical,2024-06-26,2024-06-30,Restored the original report date after the loss date
DQ-01464,CLM033971,Incorrect Date Ordering,Critical,2025-08-05,2025-08-10,Restored the original report date after the loss date
DQ-01465,CLM024681,Incorrect Date Ordering,Critical,2026-05-03,2026-05-05,Restored the original report date after the loss date
DQ-01466,CLM060071,Incorrect Date Ordering,Critical,2025-07-26,2025-07-30,Restored the original report date after the loss date
DQ-01467,CLM041279,Incorrect Date Ordering,Critical,2024-01-28,2024-02-01,Restored the original report date after the loss date
DQ-01468,CLM006647,Incorrect Date Ordering,Critical,2026-02-10,2026-02-17,Restored the original report date after the loss date
DQ-01469,CLM067360,Incorrect Date Ordering,Critical,2025-03-28,2025-04-01,Restored the original report date after the loss date
DQ-01470,CLM018934,Incorrect Date Ordering,Critical,2024-06-28,2024-07-02,Restored the original report date after the loss date
DQ-01471,CLM037243,Incorrect Date Ordering,Critical,2025-03-03,2025-03-08,Restored the original report date after the loss date
DQ-01472,CLM001702,Incorrect Date Ordering,Critical,2025-10-01,2025-10-06,Restored the original report date after the loss date
DQ-01473,CLM068592,Incorrect Date Ordering,Critical,2024-09-17,2024-09-22,Restored the original report date after the loss date
DQ-01474,CLM037760,Incorrect Date Ordering,Critical,2026-06-17,2026-06-21,Restored the original report date after the loss date
DQ-01475,CLM021587,Incorrect Date Ordering,Critical,2026-02-20,2026-02-28,Restored the original report date after the loss date
DQ-01476,CLM064519,Incorrect Date Ordering,Critical,2024-07-19,2024-07-23,Restored the original report date after the loss date
DQ-01477,CLM039655,Incorrect Date Ordering,Critical,2024-08-07,2024-08-11,Restored the original report date after the loss date
DQ-01478,CLM071290,Incorrect Date Ordering,Critical,2026-05-21,2026-05-26,Restored the original report date after the loss date
DQ-01479,CLM056010,Incorrect Date Ordering,Critical,2024-08-29,2024-09-04,Restored the original report date after the loss date
DQ-01480,CLM014277,Incorrect Date Ordering,Critical,2025-02-23,2025-03-02,Restored the original report date after the loss date
DQ-01481,CLM028837,Future Settlement Date,Critical,2026-11-04,2025-09-22,Restored the valid settlement date or blank open-claim state
DQ-01482,CLM038872,Future Settlement Date,Critical,2026-10-21,2024-03-01,Restored the valid settlement date or blank open-claim state
DQ-01483,CLM040617,Future Settlement Date,Critical,2026-11-16,2025-06-22,Restored the valid settlement date or blank open-claim state
